Title,Price,Rating,Brand,Ram,Storage,Color,Processor
HP ZBook EB 645 CB 14” FHD Laptop | AMD Ryzen 5 5625C | 8GB RAM | 256GB SSD | Chrome OS | Lightweight Business Laptop | 1 Year Warranty (767V3PA),"44,604",1.0,Hp,8.0,256.0,Unknown,AMD
"Dell 15 (Previously Inspiron), R5-7520U Processor, 8GB LPDDR5 RAM, 512GB SSD, FHD 15.6""/39.62 cm Display, Windows 11 Home, Carbon Black, 1.63kg, Standard Keyboard, 15 Month McAfee, Thin & Light Laptop","53,990",2.0,Dell,8.0,512.0,Black,Unknown
"Lenovo LOQ 2025 Intel Core i7-13650HX | NVIDIA RTX 5050 8GB (16GB RAM/1TB SSD/144Hz Refresh Rate/440 AI TOPS/15.6"" (39.6cm)/Windows 11/Office 2024/3 Mon.Game Pass/Grey/2.4Kg), 83JE010SIN","1,76,990",3.7,Lenovo,8.0,1024.0,Grey,Intel
"Lenovo LOQ 13th Gen Intel Core i7-13650HX 15.6"" (39.6cm) 144Hz 300Nits FHD Gaming Laptop (16GB/512GB SSD/Win 11/NVIDIA RTX 4050 6GB/1Yr ADP Free/MSO 24/Grey/2.3Kg), 83DV01A5IN",Unknown,3.6,Lenovo,16.0,512.0,Grey,Intel
"Acer Aspire 3 Laptop A325-42 | 15.6"" (39.6 cm) FHD IPS Display | AMD Ryzen 3 5400U | 8GB DDR4 RAM | 256GB NVMe SSD | Windows 11 Home | AMD Radeon Graphics | Wi-Fi 6 | Steel Gray | 1.78 Kg","40,999",4.0,Acer,8.0,512.0,Gray,AMD
"Lenovo IdeaPad Slim 3, Intel Core i7-13620H, 13th Gen, 16GB RAM, 512GB SSD, FHD IPS 300 Nits, 15""/38.1cm, Windows 11, MSOffice 21, Grey, 1.6Kg, 83EM008GIN,1Yr ADP Free,Alexa Built-in Laptop | 13th Gen, 16GB RAM, 512GB SSD, FHD IPS 300 Nits, 15""/38.1cm","83,400",4.1,Lenovo,16.0,512.0,Grey,Intel
"HP 15 (2026), AMD Ryzen 3 Quad Core 7335U - (8 GB DDR5/512 GB SSD/AMD Radeon 660M Graphics/Windows 11 Home) Thin and Light Business Laptop/15.6"" Display/Turbo Silver/Copilot Key/1.5kg/MS Office 2024","47,999",3.9,Hp,5.0,512.0,Silver,AMD
"HP OmniBook X Flip OLED Intel Core Ultra 5 226V, 40 Tops (16GB LPDDR5x,1TB SSD) 3K, Touch, 120hz, 14''/35.6cm, Intel ARC Graphic,Win11, Office24, Meteor Silver, 1.38kg, fm0099TU,Pen, 2 in 1 AI Laptop","1,15,990",3.6,Hp,16.0,1024.0,Silver,Intel
"Acer One15 (2026), AMD Ryzen 3 Quad Core 7320U - (8 GB LPDDR5/256 GB SSD/AMD Radeon 610M/Windows 11 Home) Thin and Light Laptop/15.6"" FHD Display/Silver/Copilot Key/1.5 Kg/MSO 2024/3 Years Warranty","40,990",5.0,Acer,5.0,256.0,Silver,AMD
"Dell Inspiron 15 DC15250 Laptop (Intel I5-1334U, 8GB DDR4 RAM, 512GB SSD, 15.6"" Full HD Display, Windows 11 Home, MS Office 2024 + Microsoft 365, Carbon Black, 1 Year NBD Warranty)","58,990",4.0,Dell,8.0,512.0,Black,Intel
"Apple 2026 MacBook Pro Laptop with M5 Max chip with 18‑core CPU and 32‑core GPU: Built for AI, 41.05 cm (16.2″) Liquid Retina XDR Display, 36GB Unified Memory, 2TB SSD Storage; Silver","5,13,990",2.4,Apple,36.0,2048.0,Silver,Unknown
"Apple 2026 MacBook Air 13″ Laptop with M5 chip: AI and Apple Intelligence, 34.46 cm (13.6″) Liquid Retina Display, 16GB Unified Memory, 1TB SSD Storage, 12MP Center Stage Camera, Touch ID; Sky Blue","1,72,490",4.7,Apple,16.0,1024.0,Blue,Unknown
"Apple 2026 MacBook Pro Laptop with M5 Max chip with 18‑core CPU and 32‑core GPU: Built for AI, 35.97 cm (14.2″) Liquid Retina XDR Display, 36GB Unified Memory, 2TB SSD Storage; Silver","4,75,490",5.0,Apple,36.0,2048.0,Silver,Unknown
"Apple 2026 MacBook Air 13″ Laptop with M5 chip: AI and Apple Intelligence, 34.46 cm (13.6″) Liquid Retina Display, 16GB Unified Memory, 1TB SSD Storage, 12MP Center Stage Camera, Touch ID; Starlight","1,72,490",4.7,Apple,16.0,1024.0,Unknown,Unknown
